Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
FBHS, Fortune Brands Home & Security Inc., 5.50B, 62, Consumer Goods, Home Furnishings & Fixtures, A-, B-, B, F, 9.08, 1.82, 0.95, 2.21, 14.38, 7.5, 12.1, 35.7, 18.5, 6.9, 13.3, 8.53, 6.9, 3.5, 19.6, -42.75, -41.56, -29.35, -41.14, -20.22, -16.1, -35.7, -34.3, 2.5, 1.01, 89.7, 0.6, -30.09, 61.5, 39.3, 56.488549618320626, 33.2, 2.85, -47.52, 13.45, 1.3, Apr 29 AMC
FCX, Freeport-McMoRan Inc., 10.45B, 46, Basic Materials, Copper, B+, C-, C-, F, 5.49, 0, 0.73, 1.0, 8.92, -1.7, 7.4, 9.0, -2.6, -0.6, -109.8, 768.66, 0, 6.2, -96.9, -38.85, -51.59, -27.96, -51.3, -51.44, -9.2, -34.3, -39.6, 3.1, 2.41, 75.5, 0.3, 8.39, 14.5, 6.3, 130.15873015873015, 39.7, 2.43, -56.46, 32.57, 2.5, Apr 23 BMO
FDX, FedEx Corporation, 31.74B, 45, Services, Air Delivery & Freight Services, B-, C+, D+, F, 10.73, 0, 0.46, 1.62, 0, -0.5, 4.7, 70.5, -1.9, -0.5, -83.8, 14.05, -0.85, 2.8, -53.5, -14.49, -24.8, -17.15, -22.86, -37.02, 2.6, -14.1, -23.5, 2.2, 2.71, 74.8, 0.1, 2.32, 142.7, 113.4, 25.837742504409157, 46.8, 2.73, -41.48, 31.51, 1.2, Mar 17 AMC
FE, FirstEnergy Corp., 21.67B, 52, Utilities, Electric Utilities, B-, B, C, F, 15.15, 0, 1.96, 3.1, 0, 8.2, 16.6, 73.5, 12.8, 2.2, 20.8, 5.22, -6.6, -1.4, -186.5, -17.53, -15.84, -15.45, -17.7, -2.65, 1.6, -12.8, -13.6, 3.9, -5.73, 85.1, 0.2, 0, 50.2, 38.8, 29.38144329896909, 47.6, 1.31, -23.83, 25.0, 0.5, May 08 BMO
FFIV, F5 Networks Inc., 6.70B, 57, Technology, Business Software & Services, B+, B+, C-, F, 10.71, 3.64, 2.96, 3.37, 11.38, 17.4, 21.3, 84.2, 23.3, 11.8, -7.6, 8.77, 4.5, 4.7, -24.9, -12.48, -23.9, -18.9, -23.29, -35.74, 1.5, -9.2, -20.1, 0, 1.15, 96.4, 0.3, -19.08, 135.6, 103.7, 30.76181292189006, 48.2, 4.35, -36.59, 34.27, 1.5, Apr 27 AMC
FIS, Fidelity National Information Services Inc., 74.31B, 49, Technology, Information Technology Services, C+, C+, C, F, 15.96, 7.96, 7.19, 1.46, 47.82, 2.9, 9.4, 36.0, 1.0, 0.5, -74.1, 17.05, 15.3, 54.2, -128.3, -21.89, -16.29, -9.48, -15.8, 1.9, -3.0, -14.7, -12.9, 1.2, 0.16, 92.3, 0.2, -31.8, 167.1, 114.5, 45.93886462882096, 44.9, 1.3, -25.98, 27.74, 0.8, Feb 13 BMO
FISV, Fiserv Inc., 62.67B, 54, Technology, Information Technology Services, B, B-, C+, F, 15.36, 2.48, 6.15, 1.83, 30.22, 8.8, 15.3, 47.9, 5.1, 1.9, -41.4, 18.24, 19.82, 160.8, -49.7, -20.89, -23.17, -12.09, -23.25, -2.09, -5.3, -18.4, -17.0, 0, -0.91, 94.3, 0.6, -5.66, 128.3, 88.0, 45.795454545454554, 42.7, 2.61, -29.03, 20.75, 1.1, May 05 AMC
FITB, Fifth Third Bancorp, 10.26B, 69, Financial, Regional - Midwest Banks, A+, B+, B, F, 4.84, 0.42, 1.64, 0.52, 11.14, 38.3, 69.2, 0, 12.5, 1.4, 9.0, 6.12, 10.15, 12.0, 43.3, -43.27, -53.97, -44.95, -53.55, -45.62, -10.7, -39.0, -47.4, 7.56, -0.48, 80.9, 0.3, 0.37, 28.7, 13.4, 114.17910447761193, 38.2, 1.73, -54.87, 28.65, 0, Apr 21 BMO
FLIR, FLIR Systems Inc., 4.55B, 58, Technology, Scientific & Technical Instruments, A, B-, C, F, 13.44, 1.19, 2.41, 2.34, 19.45, 9.1, 14.5, 49.3, 9.1, 5.4, -37.7, 12.59, 21.9, 9.0, -98.3, -20.14, -38.22, -35.8, -37.41, -32.73, -1.1, -27.4, -35.3, 2.0, -0.6, 96.5, 0.7, -7.49, 50.7, 30.6, 65.68627450980392, 42.3, 1.77, -45.17, 36.65, 2.7, Feb 27 BMO
FLS, Flowserve Corporation, 3.48B, 65, Industrial Goods, Diversified Machinery, A, B-, B+, F, 10.47, 1.12, 0.88, 1.76, 23.7, 6.4, 10.3, 33.3, 14.6, 5.2, 121.8, 2.18, 11.18, 8.2, 21.2, -41.83, -52.45, -44.93, -51.58, -48.64, -3.8, -35.7, -46.8, 3.3, -1.2, 98.9, 0.2, -0.88, 40.0, 23.1, 73.16017316017314, 38.3, 3.25, -55.5, 26.98, 2.3, Feb 17 AMC
FLT, FleetCor Technologies Inc., 16.79B, 63, Services, Business Services, A-, A-, B-, F, 11.99, 1.31, 6.34, 4.24, 15.44, 33.8, 46.5, 0, 23.9, 7.5, 9.5, 15.06, 13.94, 8.6, -22.3, -32.33, -36.92, -35.03, -36.91, -27.38, -13.3, -32.2, -36.5, 0, 0.55, 98.8, 1.7, -8.38, 303.3, 173.2, 75.11547344110856, 36.1, 3.65, -44.97, 7.72, 1.0, May 07 AMC
FMC, FMC Corporation, 10.05B, 56, Basic Materials, Chemicals - Major Diversified, B+, B, C+, F, 9.97, 1.8, 2.18, 3.8, 54.54, 10.3, 17.8, 45.2, 17.8, 4.8, 3.7, 13.19, 10.09, 8.9, -79.8, -25.33, -25.73, -11.01, -25.69, -6.28, -3.4, -18.3, -17.6, 2.3, 1.11, 95.5, 0.5, -48.91, 110.5, 76.9, 43.693107932379704, 44.7, 1.87, -31.8, 30.67, 1.5, May 06 AMC
FOSL, Fossil Group Inc., 175.99M, 38, Consumer Goods, Textile - Apparel Footwear & Accessories, C+, C-, C, F, 0, 0, 0.08, 0.31, 0, -2.4, -1.4, 49.6, -10.0, -3.3, -13.8, 24.3, 14.9, -9.6, -114.2, -34.61, -61.31, -72.57, -60.91, -78.34, -19.6, -42.2, -65.4, 0, -4.82, 0, 2.3, 23.5, 3.7, 3.1, 19.35483870967742, 34.3, 24.91, -79.35, 8.45, 1.9, Feb 26 BMO
FOXA, Fox Corporation, 15.16B, 61, Services, Entertainment - Diversified, B+, B, B-, F, 8.22, 0, 1.29, 1.35, 1.83, 15.2, 17.8, 35.3, 18.2, 9.1, 0.9, 15.3, -2.83, 5.4, 3650.0, -26.71, -38.85, -25.48, -38.85, -37.17, -8.3, -28.0, -33.2, 2.0, 1.31, 99.09, 1.15, 0, 38.2, 22.3, 71.30044843049328, 38.3, 4.3, -42.95, 14.44, 3.5, May 06 AMC
FRC, First Republic Bank, 14.22B, 65, Financial, Money Center Banks, A-, B, B, F, 14.74, 2.14, 3.97, 1.66, 12.59, 23.3, 71.8, 0, 10.2, 0.8, 5.6, 10.67, 7.55, 16.6, 10.5, -19.82, -28.84, -8.45, -28.51, -19.46, -3.2, -18.0, -18.0, 0.9, 0.82, 0, 0.2, 0, 108.1, 81.6, 32.47549019607843, 44.0, 5.61, -31.37, 19.84, 0, Apr 14 BMO
FRT, Federal Realty Investment Trust, 5.20B, 62, Financial, REIT - Retail, C+, A-, B+, F, 19.14, 2.15, 5.55, 2.11, 79.33, 36.8, 50.3, 68.1, 15.1, 5.3, 53.0, 9.53, 6.7, 1.6, 179.8, -45.6, -47.0, -50.96, -48.42, -51.67, -25.7, -40.2, -47.5, 6.33, -1.12, 95.6, 0.7, -0.22, 126.3, 69.4, 81.98847262247837, 28.1, 3.38, -53.02, 1.3, 0, May 11 AMC
FSLR, First Solar Inc., 3.93B, 43, Technology, Semiconductor - Specialized, B-, D+, C+, F, 9.44, 0, 1.28, 0.73, 0, -3.8, -5.3, 17.9, -2.2, -1.6, -186.5, 14.93, 27.6, 102.5, -242.9, -22.36, -38.31, -36.84, -36.9, -35.62, -1.9, -21.6, -36.7, 0, 1.69, 67.5, 0.5, -15.95, 61.3, 33.4, 83.53293413173652, 42.6, 16.53, -49.0, 24.03, 2.7, Feb 20 AMC
FTNT, Fortinet Inc., 17.80B, 61, Technology, Application Software, C-, B+, C+, C-, 32.28, 3.02, 8.25, 13.07, 24.86, 15.1, 15.8, 76.5, 27.8, 9.3, -11.5, 16.64, 18.02, 21.2, -47.3, -5.73, -7.99, 33.4, -5.47, 15.35, 11.4, -3.9, 8.2, 0, 1.23, 73.2, 11.0, -1.17, 122.2, 100.4, 21.71314741035856, 53.6, 3.08, -17.16, 46.54, 1.9, May 07 AMC
FTV, Fortive Corporation, 19.61B, 57, Technology, Scientific & Technical Instruments, B+, B-, B-, F, 13.95, 3.48, 2.68, 2.55, 18.41, 9.2, 14.3, 50.3, 9.4, 4.0, -22.2, 8.43, 8.34, 97.1, 101.8, -22.3, -27.79, -13.08, -26.69, -35.28, 3.6, -16.1, -21.8, 0.5, -0.07, 85.6, 0.2, -24.72, 79.7, 54.9, 45.173041894353375, 47.7, 2.7, -37.42, 50.09, 1.1, May 07 AMC
GD, General Dynamics Corporation, 37.93B, 58, Industrial Goods, Aerospace/Defense Products & Services, B+, B-, B, F, 9.39, 1.47, 0.96, 2.72, 47.95, 8.9, 11.8, 17.9, 26.7, 7.2, 6.7, 8.47, 7.28, 3.8, 14.4, -23.98, -28.31, -26.66, -27.46, -23.74, -3.9, -20.7, -27.7, 3.1, 0.49, 87.6, 0.5, -5.45, 199.8, 127.4, 56.82888540031398, 41.9, 1.37, -33.98, 27.22, 1.2, Apr 29 BMO
GE, General Electric Company, 64.27B, 54, Industrial Goods, Diversified Machinery, B+, C-, B+, F, 9.65, 0, 0.68, 2.13, 27.81, -5.7, 3.6, 24.2, -17.1, -1.9, 99.8, 35.93, 3.74, -1.0, 6.3, -36.99, -42.16, -18.92, -38.17, -31.68, -9.4, -33.0, -32.0, 0.5, 2.02, 63.7, 0.14, 0, 11.8, 7.0, 68.57142857142858, 37.5, 1.22, -47.96, 16.95, 0, Apr 29 BMO
GILD, Gilead Sciences Inc., 98.26B, 77, Healthcare, Biotechnology, B, B+, C+, C+, 11.96, 71.18, 4.38, 4.33, 19.28, 24.0, 19.1, 79.2, 24.6, 8.7, 1.1, 0.78, 0.26, 1.4, 89766.7, 1.28, 18.01, 24.93, 18.47, 15.48, 4.3, 9.4, 15.5, 3.5, 0.62, 84.9, 0.54, -2.16, 74.9, 72.5, 3.3103448275862144, 55.5, 2.12, -10.46, 26.42, 3.1, May 05 AMC
GIS, General Mills Inc., 33.36B, 67, Consumer Goods, Processed & Packaged Goods, B, B, C+, C-, 15.94, 2.77, 1.99, 4.4, 25.53, 12.7, 17.6, 35.3, 28.6, 7.0, 5.1, -0.75, 5.69, -0.4, 1.9, 1.31, 5.28, 3.72, 2.46, 9.13, 3.8, 3.9, 3.3, 3.5, 2.36, 75.4, 0.1, -12.49, 58.4, 53.1, 9.981167608286247, 55.4, 2.77, -8.53, 17.79, 0.6, Mar 18 BMO
GL, Globe Life Inc., 7.30B, 63, Financial, Life Insurance, A, B-, B, F, 8.81, 1.34, 1.61, 0.99, 5.85, 16.8, 22.4, 0, 11.1, 3.0, 12.4, 6.74, 7.3, 6.8, 17.1, -29.55, -36.57, -27.6, -36.38, -20.94, -4.9, -26.5, -29.1, 1.1, -1.71, 77.3, 1.8, -7.51, 99.8, 66.0, 51.21212121212121, 40.3, 2.91, -39.91, 18.01, 0, May 05 AMC
GLW, Corning Incorporated, 15.00B, 56, Technology, Diversified Electronics, A, B-, C, F, 9.79, 1.34, 1.3, 1.23, 10.88, 7.5, 11.4, 35.1, 7.9, 3.1, -5.7, 25.81, 13.3, -7.2, -96.8, -25.47, -37.65, -31.55, -35.76, -45.61, -12.3, -25.0, -34.4, 4.7, -0.6, 76.6, 0.1, -13.41, 26.8, 19.1, 40.31413612565444, 38.9, 3.34, -47.09, 7.22, 2.1, Apr 29 BMO
GM, General Motors Company, 27.43B, 51, Consumer Goods, Auto Manufacturers - Major, A+, C, D+, F, 3.54, 0.47, 0.2, 0.62, 5.4, 4.8, 4.0, 10.2, 15.5, 2.8, -15.9, 26.96, 8.48, -19.7, -112.9, -42.31, -51.34, -47.55, -50.3, -52.62, -18.0, -37.3, -48.3, 8.36, -0.02, 79.3, 0.2, 0.8, 40.0, 19.2, 108.33333333333334, 33.4, 1.66, -56.59, 26.98, 0.9, May 06 BMO
GOOG, Alphabet Inc., 763.20B, 57, Technology, Internet Information Providers, B, C-, B+, F, 18.62, 1.44, 4.72, 3.83, 0, 0, 0, 0, 0, 0, 4.8, 16.9, 15.82, 17.3, 19.3, -19.16, -18.03, -4.74, -16.17, -7.06, -3.1, -16.0, -11.5, 0, 0, 69.59, 5.66, -20.82, 1581.3, 1105.6, 43.02641099855283, 43.2, 0.61, -26.84, 10.59, 0, May 04 AMC
GOOGL, Alphabet Inc., 803.73B, 66, Technology, Internet Information Providers, B, B+, B+, F, 18.69, 4.73, 4.97, 3.82, 25.95, 21.2, 21.1, 55.6, 17.8, 13.2, 12.5, 17.47, 4.8, 17.3, 20.2, -19.15, -18.39, -5.17, -16.6, -7.75, -3.1, -16.1, -11.8, 0, 0.61, 82.2, 0.14, 0, 1559.2, 1102.1, 41.475365211868265, 43.1, 0.65, -27.03, 10.72, 3.4, May 04 AMC
GPC, Genuine Parts Company, 9.51B, 43, Services, Auto Parts Stores, B-, C+, D+, F, 10.23, 9.66, 0.49, 2.43, 61.25, 3.2, 4.4, 32.6, 17.1, 4.3, -22.4, 5.93, 1.5, 2.2, -95.2, -31.2, -41.97, -34.93, -42.2, -45.47, -13.2, -27.9, -36.1, 5.15, 0.53, 80.9, 0.6, 0.43, 90.7, 62.7, 44.65709728867623, 38.5, 2.17, -46.7, 23.59, 1.2, Feb 19 BMO
GPN, Global Payments Inc., 41.36B, 53, Services, Business Services, C+, B-, B, F, 14.56, 2.86, 8.42, 1.42, 40.56, 8.8, 16.1, 58.1, 2.7, 1.4, -19.7, 19.76, 19.47, 125.7, 3.5, -32.61, -29.61, -16.64, -28.41, -5.16, -13.3, -27.2, -23.8, 0.6, 0.87, 92.0, 0.5, -10.78, 211.9, 133.1, 59.20360631104435, 38.6, 2.1, -37.65, 23.83, 1.2, Feb 12 BMO
GPS, The Gap Inc., 2.22B, 49, Services, Apparel Stores, B+, C+, D+, F, 3.3, 0, 0.14, 0.62, 3.15, 2.1, 3.5, 37.4, 9.9, 2.5, -62.3, 20.16, -6.78, 1.1, -150.7, -61.48, -68.17, -66.57, -68.89, -78.94, -39.7, -60.2, -66.7, 17.64, -2.11, 62.7, 9.0, 0, 23.3, 5.8, 301.7241379310345, 26.1, 13.71, -79.63, -3.51, 1.4, Mar 12 AMC
GRMN, Garmin Ltd., 14.14B, 63, Technology, Scientific & Technical Instruments, B-, A-, B+, F, 15.68, 2.29, 3.76, 2.91, 86.65, 25.3, 25.2, 59.5, 21.6, 16.8, 36.4, 3.67, 6.43, 18.2, 88.7, -21.36, -25.3, -11.39, -24.7, -17.05, -2.2, -16.6, -16.2, 3.3, -0.24, 49.6, 0.3, -75.93, 94.2, 71.4, 31.93277310924369, 43.5, 2.28, -30.42, 20.35, 3.0, Feb 19 BMO
GS, The Goldman Sachs Group Inc., 53.98B, 63, Financial, Investment Brokerage - National, A+, B, C+, F, 5.96, 0.84, 0.98, 0.69, 3.89, 14.4, 19.3, 62.4, 9.9, 0.8, -12.4, 19.18, 8.47, 7.0, -1.8, -28.17, -36.01, -24.37, -34.79, -25.36, -6.7, -26.2, -29.2, 3.3, -1.5, 77.0, 0.4, 0, 237.3, 145.2, 63.42975206611572, 40.2, 1.99, -40.14, 14.58, 0, Apr 15 BMO
GWW, W.W. Grainger Inc., 12.96B, 58, Services, Industrial Equipment Wholesale, B+, B+, C+, F, 12.42, 1.51, 1.13, 6.97, 26.29, 7.4, 11.0, 38.3, 44.4, 14.1, 12.1, 10.34, 10.35, 3.0, -48.6, -18.66, -30.47, -16.54, -29.19, -23.07, -3.7, -15.2, -18.9, 2.4, -0.88, 74.6, 1.8, -2.36, 301.2, 236.5, 27.357293868921772, 43.9, 3.26, -30.85, 19.48, 2.1, Apr 23 BMO
HAL, Halliburton Company, 7.30B, 36, Basic Materials, Oil & Gas Equipment &amp; Services, B+, D+, D-, F, 11.22, 0, 0.33, 0.82, 25.62, -5.0, -2.0, 10.2, -12.3, -4.3, -170.5, -5.77, -5.53, -12.6, -366.1, -51.14, -69.53, -58.61, -69.27, -74.87, 4.1, -51.2, -62.0, 9.57, 1.71, 82.1, 0.3, 5.26, 16.6, 6.6, 151.51515151515156, 38.3, 4.57, -76.72, 76.94, 2.3, Apr 20 BMO
HAS, Hasbro Inc., 10.03B, 67, Consumer Goods, Toys & Games, B+, B+, B+, F, 14.26, 1.27, 2.12, 3.11, 54.83, 11.0, 11.5, 52.9, 25.4, 8.5, 96.8, 13.31, 13.9, 2.8, 2949.8, -9.53, -33.13, -38.92, -33.31, -17.39, 16.1, -13.6, -30.7, 3.8, 9.21, 90.8, 0.3, -2.95, 94.2, 70.0, 34.57142857142858, 51.7, 2.9, -44.49, 70.41, 5.4, Feb 11 BMO
HBAN, Huntington Bancshares Incorporated, 7.72B, 63, Financial, Regional - Midwest Banks, A, B+, C+, F, 5.66, 1.19, 1.84, 0.72, 8.87, 31.8, 69.7, 0, 12.7, 1.2, 6.1, 6.29, 4.9, -4.3, -2.1, -41.74, -50.83, -46.09, -51.13, -44.21, -14.3, -36.5, -45.5, 8.14, -0.62, 78.0, 1.0, -0.91, 12.8, 7.4, 72.97297297297297, 31.8, 2.8, -52.85, 7.59, 0, Apr 23 BMO
HBI, Hanesbrands Inc., 2.84B, 60, Consumer Goods, Textile - Apparel Clothing, B+, B, B, F, 4.11, 12.86, 0.41, 2.14, 5.84, 8.6, 12.8, 39.9, 51.8, 7.8, 11.6, 11.16, 0.34, -1.0, 24.3, -43.32, -50.24, -49.51, -51.18, -59.34, -23.2, -40.3, -49.9, 8.28, 5.85, 0, 1.1, -2.12, 13.9, 7.3, 90.41095890410959, 25.2, 18.72, -62.04, 1.68, 1.8, May 08 BMO
HCA, HCA Healthcare Inc., 30.71B, 59, Healthcare, Hospitals, B+, C+, B+, F, 6.56, 0.85, 0.6, 0, 10.61, 6.8, 13.6, 83.5, -95.8, 7.9, 10.5, 12.06, 9.82, 10.2, 31.5, -37.96, -43.11, -27.1, -43.24, -36.06, -12.0, -32.2, -35.8, 2.0, -0.02, 72.2, 0.4, -8.2, 162.3, 83.7, 93.9068100358423, 37.4, 1.69, -44.79, 43.71, 1.4, Apr 28 BMO
HD, The Home Depot Inc., 199.63B, 50, Services, Home Improvement Stores, C+, C+, B-, F, 16.15, 2.5, 1.81, 0, 39.24, 10.2, 14.4, 34.1, -599.5, 21.7, 6.1, 9.25, 7.08, -2.7, 7.8, -24.79, -17.46, -19.61, -16.98, -8.71, -4.3, -16.6, -17.8, 3.3, -1.49, 71.5, 0.1, -11.05, 238.5, 178.6, 33.538633818589034, 44.2, 0.93, -26.7, 28.93, 1.1, Feb 25 BMO
HES, Hess Corporation, 11.61B, 45, Basic Materials, Independent Oil & Gas, B-, C, C, F, 0, 0, 1.79, 1.22, 12.49, -6.3, 9.0, 70.4, -4.5, -1.9, -24.4, 23.5, 0, 2.0, 0, -38.07, -47.87, -40.49, -47.16, -40.73, 0.7, -28.9, -41.7, 2.8, -1.92, 89.8, 0.8, -17.44, 57.8, 31.9, 81.19122257053291, 44.0, 7.43, -52.37, 35.46, 1.3, Apr 29 BMO
HFC, HollyFrontier Corporation, 3.70B, 47, Basic Materials, Oil & Gas Refining &amp; Marketing, B+, C+, D+, F, 6.73, 0, 0.21, 0.62, 2.86, 4.4, 7.3, 21.2, 12.8, 6.4, -25.1, 6.2, -1.02, 0.9, -51.4, -30.04, -55.36, -55.57, -54.76, -53.3, -0.2, -33.0, -50.2, 6.1, -0.28, 88.8, 0.8, -2.65, 45.5, 21.7, 109.67741935483872, 42.0, 5.18, -61.04, 24.13, 2.0, May 07 BMO
HIG, The Hartford Financial Services Group Inc., 11.85B, 64, Financial, Property & Casualty Insurance, A-, C+, B+, F, 5.79, 1.82, 0.57, 0.75, 4.02, 9.9, 13.6, 0, 13.6, 3.0, 43.0, 7.54, 3.23, 15.7, 252.4, -38.27, -45.41, -42.71, -45.25, -33.09, -12.0, -32.9, -41.3, 3.9, 0.08, 94.7, 0.2, -6.63, 63.2, 33.4, 89.22155688622756, 37.1, 1.33, -46.98, 74.74, 0, May 04 AMC
HII, Huntington Ingalls Industries Inc., 7.74B, 46, Industrial Goods, Aerospace/Defense Products & Services<, B, B-, D, F, 12.32, 0, 0.87, 4.71, 35.67, 6.2, 8.3, 17.2, 33.9, 7.7, -30.5, -28.6, -0.71, 9.7, -27.2, -17.72, -29.4, -9.75, -28.0, -13.41, 0, -18.6, -21.0, 1.9, -0.06, 89.3, 2.2, -0.59, 245.9, 173.1, 42.056614673599086, 44.6, 3.02, -35.42, 22.77, 0.9, Feb 13 BMO
HLT, Hilton Worldwide Holdings Inc., 16.99B, 52, Services, Lodging, B, C+, B-, F, 12.96, 1.6, 1.8, 0, 15.03, 9.3, 17.5, 39.0, -568.4, 5.9, 19.2, 21.07, 11.9, 3.5, -22.3, -41.19, -48.08, -36.38, -47.83, -33.33, -20.3, -38.0, -40.5, 1.0, 0.76, 0, 1.4, -1.71, 100.5, 63.0, 59.523809523809526, 28.6, 3.7, -49.9, 30.61, 0.7, Feb 11 BMO
HOG, Harley-Davidson Inc., 2.87B, 61, Consumer Goods, Recreational Vehicles, A+, B-, C+, F, 5.05, 0.93, 0.53, 1.37, 6.38, 7.9, 10.4, 35.8, 23.1, 4.0, -16.1, 18.78, 6.5, -6.4, 54.5, -46.49, -56.59, -53.75, -56.71, -57.59, -22.6, -43.5, -52.5, 9.44, 0.84, 99.9, 0.2, -17.29, 30.4, 17.2, 76.74418604651163, 34.6, 9.69, -61.11, 12.51, 1.3, Apr 28 BMO
HOLX, Hologic Inc., 9.17B, 56, Healthcare, Medical Instruments & Supplies, B, C+, B+, F, 12.1, 15.04, 2.71, 4.05, 15.17, 2.5, -4.1, 52.4, 3.8, 1.3, 55.7, 6.03, 7.4, 2.4, 276.3, -31.02, -34.59, -29.44, -34.76, -28.32, -6.3, -25.7, -30.1, 0, -1.33, 97.8, 0.9, -15.86, 55.8, 32.7, 70.64220183486236, 39.6, 1.75, -38.35, 28.58, 1.6, Apr 29 AMC
HON, Honeywell International Inc., 98.32B, 58, Industrial Goods, Diversified Machinery, B, B+, B-, F, 14.65, 2.63, 2.68, 5.12, 27.19, 16.7, 20.6, 33.7, 33.5, 10.5, -4.4, 8.46, 6.28, -2.4, 12.1, -22.42, -26.54, -17.55, -24.97, -17.14, -2.2, -16.5, -21.3, 2.4, 1.43, 79.2, 0.1, -0.27, 169.0, 129.7, 30.300693909020826, 45.2, 1.2, -27.84, 31.39, 1.3, May 01 BMO
HP, Helmerich & Payne Inc., 2.00B, 41, Basic Materials, Oil & Gas Drilling &amp; Exploration, B-, C, D+, F, 0, 0, 0.75, 0.45, 14.63, -0.9, 0.5, 35.8, -0.6, -0.4, -165.6, -218.2, -6.58, -17.0, 294.5, -53.18, -63.88, -57.52, -64.01, -70.86, -7.2, -48.9, -59.3, 17.37, -0.52, 95.1, 1.4, -2.5, 27.1, 14.2, 90.84507042253523, 38.5, 9.0, -74.77, 31.85, 2.8, May 04 BMO
HPE, Hewlett Packard Enterprise Company, 12.96B, 47, Technology, Communication Equipment, B+, C+, D+, F, 5.05, 1.45, 0.45, 0.71, 55.38, 4.2, 4.6, 33.0, 6.9, 2.3, -36.8, 9.11, 6.64, -8.0, -36.8, -23.49, -41.99, -35.04, -40.86, -40.82, -3.6, -24.2, -35.0, 5.12, -0.58, 85.4, 0.1, -32.29, 14.5, 9.5, 52.63157894736842, 41.7, 3.54, -46.67, 26.24, 0.8, Mar 03 AMC
HPQ, HP Inc., 23.62B, 53, Technology, Diversified Computer Systems, B+, C-, B-, F, 5.59, 0.72, 0.4, 0, 6.91, 5.2, 6.5, 19.5, -222.4, 9.4, 15.1, 19.22, 10.81, -0.6, -6.9, -28.29, -25.49, -16.68, -24.62, -21.57, -7.6, -22.0, -21.0, 4.5, 0, 82.6, 0.1, -13.92, 21.4, 14.8, 44.594594594594575, 42.5, 1.56, -35.27, 23.52, 0.7, Feb 24 AMC
HRB, H&R Block Inc., 2.55B, 61, Services, Personal Services, B+, B+, C+, F, 4.06, 0.65, 0.8, 0, 12.81, 12.9, 17.7, 42.8, 373.3, 13.0, -27.8, 107.51, 10.0, 10.8, -13.2, -42.57, -46.51, -46.39, -46.51, -48.52, -21.6, -37.2, -47.6, 8.28, -5.07, 0, 0.5, 0, 20.3, 12.9, 57.36434108527132, 34.9, 16.64, -57.6, 11.25, 1.0, Mar 05 AMC
HRL, Hormel Foods Corporation, 25.52B, 61, Consumer Goods, Meat Products, C, B-, C+, C, 26.03, 6.61, 2.68, 4.18, 157.37, 10.3, 12.3, 19.6, 16.5, 12.1, 4.0, 5.6, 4.0, 1.0, 1.0, 5.62, 7.38, 11.32, 5.48, 13.47, 6.9, 4.4, 9.6, 1.9, 3.35, 47.5, 48.0, -0.13, 37.9, 46.3, -18.14254859611231, 56.4, 14.78, -7.67, 28.59, 2.3, Feb 20 BMO
HSIC, Henry Schein Inc., 7.44B, 65, Services, Medical Equipment Wholesale, A-, B, B+, F, 12.45, 1.63, 0.75, 2.35, 12.42, 7.0, 7.2, 31.0, 24.3, 9.7, 72.0, 9.27, 6.29, 7.9, 221.8, -21.4, -27.83, -21.59, -27.4, -20.01, -7.3, -21.9, -25.3, 0, -1.54, 0, 1.1, -7.64, 69.2, 48.5, 42.680412371134025, 39.9, 10.12, -34.53, 15.75, 1.6, Feb 20 BMO
HST, Host Hotels & Resorts Inc., 7.45B, 55, Financial, REIT - Hotel/Motel, A, B-, C-, F, 16.35, 0.27, 1.36, 0.93, 18.39, 16.8, 13.6, 0, 12.3, 7.3, -14.3, 3.55, 28.4, -2.0, -72.7, -33.08, -47.61, -42.28, -48.52, -50.39, -15.1, -33.3, -42.2, 8.38, 1.37, 0, 0.7, -5.31, 15.1, 10.2, 48.03921568627452, 34.3, 5.07, -52.1, 21.58, 0, Feb 19 AMC
HSY, The Hershey Company, 28.82B, 56, Consumer Goods, Confectioners, C, A-, C, D-, 20.8, 3.32, 3.61, 16.31, 34.5, 14.4, 19.4, 45.4, 69.9, 14.3, -1.6, 5.79, 7.5, 4.0, -36.8, -15.67, -5.72, -11.61, -7.65, 18.17, 1.0, -7.7, -8.4, 2.2, -0.34, 78.7, 0.4, -10.63, 146.8, 131.6, 11.550151975683905, 49.5, 1.49, -16.32, 23.53, 1.1, Apr 30 BMO
HUM, Humana Inc., 40.64B, 75, Healthcare, Health Care Plans, A, B-, A, D-, 13.6, 1.12, 0.63, 3.3, 9.55, 4.2, 4.9, 0, 23.4, 9.4, 61.5, 18.72, 13.29, 15.0, 48.9, -19.4, -17.38, 17.46, -18.12, 13.78, 2.1, -8.8, -2.9, 0.8, -1.4, 95.9, 0.2, -25.3, 403.6, 298.7, 35.11884834281889, 50.0, 1.54, -22.05, 44.11, 0, May 06 BMO
